name,descriptionAr,descriptionEn,image,categoryId,price,discountedPrice,handle
Coverderm Vanish Eyes ,جل كريم العين فائق النعومة وخفيف الملمس مخصص للمنطقة الحساسة حول العينين,"The most advanced eye cream-gel to diminish dark eye circles, bags & puffiness. It hydrates & rejuvenates the skin. It offers anti-wrinkle, firming & anti-irritant action.
 
 Coverderm Vanish Yeux is an ultra-soft, light-textured cream-gel, specially formulated with Retinol, Hyaluronic Acid, Phytosphingosine, Fraxinus Excelsior Bark Extract and Silanetriol for the sensitive area around the eyes.
 
 Benefits
 
 visibly lightens up dark circles under the eye (75% of volunteers showed a visible decrease of dark circles after 8 weeks)
 
 firms the skin and reduces bags and puffiness
 
 achieves effective hydration
 
 offers additional anti-wrinkle and anti-irritant action
 
 easily absorbed formula,
 
 hypoallergenic,
 
 ophthalmologically tested
 
 suitable for all skin types.
 
 The Coverderm Vanish product range offers the most powerful synergistic action of MDI Complex & Fucoidan, Escin, Caffeine in liposome form to:
 
 strengthen the area of skin around the blood capillaries
 
 reinforce the extracellular matrix of the skin
 
 provides a protective ""net"" against the degradation of the connective tissue surrounding the microcapillaries.
 
 MDI Complex - The first cosmetic ingredient produced out of pure biotechnology research. Extensively tested in the laboratory and in clinical studies, it proved its efficacy as a potent molecular complex to dramatically improve the effects caused by circulatory disturbances of the skin. MDI Complex is a marine-derived active ingredient that belongs to the recently developed group of biotechnological molecules called matrix metalloproteinase inhibitors (MMPIs).
 
 Fucoidan, Escin, Caffeine - The most powerful combination of Fucoidan, Escin, Caffeine in liposome form. Protects the integrity of micro-capillaries, strengthens the weak veins and improves micro-circulation. Liposome form secures increased bioavailability through deep penetration in the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FCoverderm-Vanish-Eyes.png?alt=media&token=3d42394e-d95b-474f-bb38-90b58b2094bd,2,45,36,Coverderm-Vanish-Eyes
Dentrax Fx3 Water Flosser ,يساعد الجهاز في الوقاية من مشاكل الأسنان الصحية من خلال تقنيته الحديثة في ضخ المياه باندفاعات قوية تساعد على ازالة بقايا الطعام والرواسب، بالتالي القضاء على البكتيريا الضارة وتفتيت الرواسب، للحصول على أسنان صحية، نظيفة وأكثر بريقاً.,"The new generation of dental cleaning tools, faster, smarter and more effective.
 
 The device help to refrains dental teeth problems by its through its new technology in pumping water with strong impulses that helps removing food residues and sediment, thus eliminating harmful bacteria and breaking up deposits in order to get healthy, clean and more shiny teeth.
 
 How to use Dentrax FX3
 
 Ensure that the flosser is charged before use.
 Insert the needed head with the nozzle as shown.
 Orthodontic Tip: suitable for dental prostheses, crowns and movable braces
 
 Periodontal Pocket Tip: suitable for cleaning between metal braces
 
 Standard Jet Tip: for general use, it helps to remove a large amount of plaque from treated areas.
 
 Ensure that the water tank is filled, hold the flosser horizontally to fill the water and close the tank cap tightly
 Choose the desired mode:
 Standard mode: the first indicator is on; standard water pressure is enough to clean most peopleâ€™s teeth
 
 Soft mode: the second indicator is on; water pressure is mild and suitable for the first use for the flosser and those with sensitive teeth
 
 Pulse mode: the third indicator is on; suitable for deep cleaning and massaging the gum
 
  
 
 Place the nozzle deep inside the mouth, pointing it between the teeth or the gum, ensure the water flow is perpendicular to the irrigation site with the mouth slightly open to ensure the disposal of excess water.
  
 
 Press the power button.
  
 
 Attention: this product includes a two minutes power-off function, if you need to continue using the product, press the power button again.
 
 
 Pros (Benefits) of using Dentrax?
 
 Easy to use. Designed for everyday use
 Suitable for all cases, including those the ones with sensitive teeth or gum.
 It can be used with dental or orthodontic prostheses
 It cleans deeply due to its ability to reach deep into the mouth and the cavities between teeth.
 Improves gum health and massages it
 Eliminates plaque, harmful bacteria and food residue between teeth.
 ** improves the complete overall health of teeth and provides protection form decay.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FDentrax-Fx3-Water-Flosser.png?alt=media&token=8d1b5e2a-a468-402d-8109-e1b9ee154f68,3,128,102.4,Dentrax-Fx3-Water-Flosser
Dentrax Tb3 Pro Electric Toothbrush ,ارفع روتين العناية بالفم لديك باستخدام فرشاة الأسنان الكهربائية TB3 Pro، وهي السمة المميزة لتقنية طب الأسنان المبتكرة من Dentrax. مصمم لأولئك الذين يطلبون التميز في كل جانب من جوانب نظافة الفم، يجمع TB3 Pro بين إمكانيات التنظيف المتقدمة وسهولة الاستخدام التي لا مثيل لها. تتميز فرشاة الأسنان المتميزة هذه بأوضاع تنظيف متعددة لتلبية مجموعة متنوعة من احتياجات صحة الفم، بما في ذلك خيار حساس للعناية اللطيفة، ووضع التبييض لإزالة البقع السطحية، وإعداد العناية باللثة لتحفيز صحة اللثة والحفاظ عليها. يوفر محركها المتطور حركات فرشاة فعالة وعالية التردد لتفتيت البلاك وإزالة البلاك بشكل أكثر فعالية من فرشاة الأسنان اليدوية. يضمن التصميم الأنيق والمقبض المريح لجهاز TB3 Pro الراحة والتحكم، في حين أن عمر البطارية طويل الأمد يجعله الرفيق المثالي لكل من المنزل والسفر. مع فرشاة الأسنان الكهربائية TB3 Pro، استمتع بتنظيف احترافي يترك أسنانك أكثر إشراقًا ولثتك أكثر صحة، مما يجسد التزام Dentrax بدفع حدود ما هو ممكن في العناية بالفم.,"Elevate your oral care routine with the TB3 Pro Electric Toothbrush, a hallmark of Dentrax's innovative dental technology. Designed for those who demand excellence in every aspect of their oral hygiene, the TB3 Pro combines advanced cleaning capabilities with unparalleled ease of use. This premium toothbrush features multiple cleaning modes to cater to a variety of oral health needs, including a sensitive option for gentle care, a whitening mode for removing surface stains, and a gum care setting to stimulate and keep your gums healthy. Its state-of-the-art motor delivers efficient, high-frequency brush movements to break up and sweep away plaque more effectively than a manual toothbrush. The TB3 Pro's sleek design and ergonomic handle ensure comfort and control, while its long-lasting battery life makes it an ideal companion for both home and travel. With the TB3 Pro Electric Toothbrush, experience a professional-grade clean that leaves your teeth brighter and your gums healthier, embodying Dentrax's commitment to pushing the boundaries of what's possible in oral care.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FDentrax-Tb3-Pro-Electric-Toothbrush.png?alt=media&token=75907985-2302-4945-9247-3c2e646474c4,3,89,71.2,Dentrax-Tb3-Pro-Electric-Toothbrush
Dentrax Tb3 Lite Electric Toothbrush ,اكتشف فرشاة الأسنان الكهربائية TB3 Lite من Dentrax، حيث يلتقي الابتكار مع القدرة على تحمل التكاليف في مجال العناية بالفم. تم تصميم TB3 Lite لتحقيق الكفاءة والبساطة، مما يجعلها الخيار الأمثل لأي شخص يتطلع إلى الترقية من فرشاة الأسنان اليدوية إلى عالم نظافة الفم الكهربائية دون المساس بالجودة. توفر فرشاة الأسنان هذه ميزات أساسية تلبي احتياجات التنظيف اليومية، بما في ذلك وضع التنظيف القياسي لإزالة البلاك بشكل فعال ووضع لطيف للأسنان واللثة الحساسة. تصميمها المدمج وخفيف الوزن يجعلها سهلة الاستخدام ومثالية للاستخدام أثناء التنقل، ويمكن وضعها بسهولة في أي حقيبة سفر. تضمن عملية تنظيف الأسنان الفعالة والشعيرات المتينة التي تتميز بها TB3 Lite تنظيفًا شاملاً وتعزيز صحة الأسنان واللثة مع كل استخدام. تعد فرشاة الأسنان الكهربائية TB3 Lite، المدعومة بتقنية Dentrax وضمان الجودة، نقطة دخول يمكن الوصول إليها إلى معيار جديد لصحة الأسنان، مما يعكس تفاني العلامة التجارية في تقديم حلول مبتكرة للعناية بالفم إلى جمهور أوسع.,"Discover the TB3 Lite Electric Toothbrush by Dentrax, where innovation meets affordability in oral care. The TB3 Lite is designed for efficiency and simplicity, making it the perfect choice for anyone looking to upgrade from a manual toothbrush to the world of electric oral hygiene without compromising on quality. This toothbrush offers essential features that cater to your daily cleaning needs, including a standard clean mode for effective plaque removal and a gentle mode for sensitive teeth and gums. Its compact, lightweight design makes it easy to handle and ideal for on-the-go use, fitting effortlessly into any travel bag. The TB3 Lite's efficient brushing action and durable bristles ensure a thorough clean, promoting healthier teeth and gums with every use. Powered by Dentrax's technology and quality assurance, the TB3 Lite Electric Toothbrush is an accessible entry point into a new standard of dental health, reflecting the brand's dedication to bringing innovative oral care solutions to a wider audience.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FDentrax-Tb3-Lite-Electric-Toothbrush.png?alt=media&token=820e23aa-96aa-4cf4-9d07-f35f3683136d,3,39,31.2,Dentrax-Tb3-Lite-Electric-Toothbrush
Ecodenta Black Whitening Toothpaste ,معجون يبيض الاسنان دون ايذاء المينا خالي من الفلورايد والمواد الحافظة,"Yes, black toothpaste for whiter teeth
 Full of nature, with Black Charcoal + Teavigo and gifted with superpowers. It effectively whitens teeth, successfully wipes out plaque and its extremely long-lasting freshness effect is phenomenal. Innovative brilliance created by scienceâ€™s super brains to keep your teeth white and beautiful.
 
 Active Ingredients
 
 Charcoal acts as a natural teeth whitener.
 
 Teavigo is a green tea extract that has anti-plaque, anti-caries, and anti-gingivitis properties. It also effectively fights bad breath.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FEcodenta-Black-Whitening-Toothpaste.png?alt=media&token=abed606e-e609-4689-b2fe-d63fe6939dd3,3,7.5,6,Ecodenta-Black-Whitening-Toothpaste
Ecodenta Juicy Fruit Toothpaste For Kids ,معجون الاسنان للاطفال يحتوي نسبة عالية من مضادات الاكسدة خالي من الفلورايد,"Kids will really enjoy this one
 Our very juicy and organic formula with Aloe Vera juice + Xylitol that truly cares for their teeth. It battles tartar formation, moisturizes the mouth and gums and best of allâ€¦Tastes like bubblegum. How cool is that?!
 
 Active Ingredients
 
 Aloe Vera juice has a soothing effect beneficial to sensitive, irritated gums and is often used in oral care products to maintain a healthy oral mucosa.
 
 Xylitol effectively battles caries, helps maintain calcium and phosphorus in a stable state and remineralizes teeth.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FEcodenta-Juicy-Fruit-Toothpaste-For-Kids.png?alt=media&token=8d3e05b4-16e0-46a2-958a-e486ce0f75bb,3,7.5,6,Ecodenta-Juicy-Fruit-Toothpaste-For-Kids
Ecodenta Sensitivity Relief Toothpaste With Salt ,معجون الملح العضوي مضاد لالتهابات اللثة ويهدئ الالام خالي من الفلورايد,"It's time to patch things up with a pinch of salt
 Yes, salt! This certified organic formula, with Potassium citrate + Aloe Vera juice + Peppermint essential oil, creates a protective barrier for sensitive teeth, soothes them and helps to prevent the unpleasant symptoms of sensitivity, as well as prevents new plaque and tartar formation. Itâ€™s ultra-refreshing and fluoride-free!
 
 Active Ingredients
 
 Potassium citrate helps replenish the levels of minerals in tooth enamel.
 
 Aloe Vera juice has a soothing effect beneficial to sensitive, irritated gums and is often used in oral care products to maintain a healthy oral mucosa.Itâ€™s time to patch things up with a pinch of salt
 Yes, salt! This certified organic formula, with Potassium citrate + Aloe Vera juice + Peppermint essential oil, creates a protective barrier for sensitive teeth, soothes them and helps to prevent the unpleasant symptoms of sensitivity, as well as prevents new plaque and tartar formation. Itâ€™s ultra-refreshing and fluoride-free!
 
 Active Ingredients
 
 Potassium citrate helps replenish the levels of minerals in tooth enamel.
 
 Aloe Vera juice has a soothing effect beneficial to sensitive, irritated gums and is often used in oral care products to maintain a healthy oral mucosa.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FEcodenta-Sensitivity-Relief-Toothpaste-With-Salt.png?alt=media&token=1f43c6db-a91b-4fa2-a05d-91edd8e74dde,3,7.5,6,Ecodenta-Sensitivity-Relief-Toothpaste-With-Salt
Farmec Aloe Vera Whitening Cream ,كريم مصحح للبقع والنمش بالصبار,Spot and freckle correcting cream with aloe vera,https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FFarmec-Aloe-Vera-Whitening-Cream.png?alt=media&token=379d30ca-91b3-48a6-b4ee-f9411347700d,2,15,12,Farmec-Aloe-Vera-Whitening-Cream
Farmec Argan Hand And Nail Cream ,كريم اليدين والأظافر بزيت الأرجان,"The hands are permanently exposed to the sun, wind, cold, etc. Moreover, contact with water and soap or detergents dries and irritates the skin. Argan oil protects the skin and nails against drying, dehydration, exfoliation.
 
 Use frequently on damp skin after each contact with water",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FFarmec-Argan-Hand-And-Nail-Cream.png?alt=media&token=265db6f2-b782-43e5-bcae-4b2774632aed,5,6.5,5.2,Farmec-Argan-Hand-And-Nail-Cream
Gerovital H3 Concentrated Serum With Hyaluronic Acid ,"سيروم غني بحمض الهيالورونيك النقي والشحمي 6٪ ، وفيتامين C 
 مع تأثيرات مضادة للشيخوخة، مثل ملء التجاعيد وتنعيمها
 وإعادة إنشاء وظيفة الحاجز الواقي للبشرة والترطيب المكثف.","It is a serum rich in pure hyaluronic acid and 6 % liposomal, liposomal vitamin C, SOD, GP4G, and Trylagen with anti-aging effects, filling and smoothing wrinkles, restoring the skin barrier function and intense hydration. Dermatologically tested.
 
 
 
 Reduces wrinkle area by up to 52% after 28 consecutive days of use. *
 Reduces the total length of wrinkles up to a maximum of 20% after 28 consecutive days of use. *
 Serum concentrated with 6% Hyaluronic Acid is a serum rich in hyaluronic acid with low and high molecular weight. The complex of ingredients in the composition of the serum ensures intense hydration, anti-wrinkle, and anti-imperfection action for all skin types.
 
 Pure Hyaluronic Acid has intensely moisturizing effects by acting dual, by restoring water reserves to the skin surface and reducing transepidermal water loss. Hyaluronic Acid Liposomes penetrate the skin and fill in wrinkles, thus reducing wrinkles and fine lines.
 Along with SOD, Vitamin C is one of the most powerful and effective natural antioxidants known, helping to block oxidative reactions and the destructive processes caused by them. Helps inhibit the formation of excess melanin by attenuating existing pigment spots and preventing the appearance of new ones.
 Lipoceravite C strengthens the barrier function of the skin by restoring the hydro-lipid layers and increases its water retention capacity.
 The serum is used in the morning and in the evening, applying two or three drops on the face after it has been cleaned and toned. It is associated with daily maintenance cream.
 Avoid contact with eyes! For external use only!",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Concentrated-Serum-With-Hyaluronic-Acid.png?alt=media&token=b0a9dc0b-4022-4135-a08d-a57682e9b5ec,2,50,40,Gerovital-H3-Concentrated-Serum-With-Hyaluronic-Acid
Gerovital H3 Hyaluronic Acid Ampoules ,أمبولات حمض الهيالورونيك لمكافحة الشيخوخة,"5% Hyaluronic Acid ampoules are recommended in intensive moisturizing treatments, increasing skin elasticity and reducing wrinkles.
 
 
 Reduces the depth of deep wrinkles by up to 26% * after 28 days of use.
 The hydration level increases by up to 67% *, one hour after the first application.
 The ampoules contain a serum concentrated in Superoxide Dismutase (SOD) and pure and liposomal Hyaluronic Acid, having intensely moisturizing and wrinkle smoothing effects.
 Pure Hyaluronic Acid has intensely moisturizing effects by acting dual, restoring water reserves in the skin, and reducing transepidermal water loss.
 Hyaluronic Acid Liposomes penetrate the skin and fill wrinkles on the inside so wrinkles and fine lines are greatly diminished.
 The anti-aging and regenerating effect is the result of combining a serum rich in Superoxide Dismutase and pure and liposomal Hyaluronic Acid, with intense wrinkle-smoothing effects. Dismutinis standardized in superoxide dismutase, the antioxidant enzyme found in human skin. Delays the signs of skin aging (wrinkles, dehydration, pigment spots, and loss of elasticity) by protecting hyaluronic acid and collagen and elastin fibers from oxidative degradation. 
 Used regularly, the product visibly reduces deep wrinkles.
 Direction of Use:
 
 Give all the serum to the bottom of the ampoule. To protect your hands, wrap the vial in a tissue before breaking. The ampoules are pre-cut around the entire circumference of the neck, just like in the pharmaceutical industry, without the need for a rupture cap. The packaging breaks down the vials, both in text and image.
 Use for external use only.
 
 The entire contents of the ampoule are used for a single application!
 The contents of an ampoule are poured into the palm on freshly cleansed skin and applied by light massage on the face, neck, and dÃ©colletÃ©. Gently massage around the eyes without the product coming into contact with the eyes.
 The ampoules are used in the morning or in the evening, in cures of 10 days of treatment. For long-lasting anti-wrinkle and anti-aging effects, this treatment is applied monthly.
 After absorption of the serum from the ampoules, apply the daily maintenance cream from the Gerovital H3 Evolution range.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Hyaluronic-Acid-Ampoules.png?alt=media&token=9b6c9da9-d9c2-4a13-b30c-9ce926558e67,2,47,37.6,Gerovital-H3-Hyaluronic-Acid-Ampoules
Gerovital H3 Moisturizing Lifting Cream ,"كريم مرطب للعناية النهارية مع تأثير شد وحماية من الأشعة
 فوق البنفسجية طوال اليوم","It is a moisturizing day cream with a lifting effect, which gives you UV protection throughout the day.
 The cream is suitable for hydrating dry, dehydrated or mature skin during the day, and acts to correct skin imperfections, by reducing wrinkles and improving skin tone, by stimulating collagen production.
 
 Prevents the destructive action of UV radiation and environmental factors through the synergistic action of Superoxide Dismutase - anti-aging enzyme - Boswellia Serrata and UV filters .
 
 Corrects skin imperfections, diminishes and erases fine lines and wrinkles with the triplet of innovative ingredients Sepilift, Lipomoist and liposomes with Hyaluronic Acid.
 
 Adenosine is a purine nucleotide in the body that supports the anti - wrinkle effect by modulating many biochemical processes. It activates cellular metabolism and has anti-inflammatory action. Along with Boswellia Serrata Extract, it regenerates and soothes the skin.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Moisturizing-Lifting-Cream.png?alt=media&token=5cfab741-9f79-4624-b6eb-0b3eba00d82d,2,36.5,29.2,Gerovital-H3-Moisturizing-Lifting-Cream
Gerovital H3 Perfect Anti-Aging Serum ,"مصل مثالي لمكافحة الشيخوخة يستخدم لجميع
 أنواع البشرة 45+","Perfect Anti-age serum is a strong product with strong anti-aging effects, specially developed for treating mature skin.
 
 It is used daily, morning and evening, after the face has been cleansed and toned. It is associated with daily maintenance cream, moisturizing or nourishing.
 
 The product is packaged in a bottle with airless system. The main difference of this system is that there is no immersion tube, but a diaphragm that rises when the product is evacuated by pressing the button. The advantages of the airless system are: it allows the evacuation of the content almost 100%, the dosage of the product is constant, the risk of contamination of the product is low. At first use, about 15-20 actuators are required to prime the pump.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Perfect-Anti-Aging-Serum.png?alt=media&token=055d3f41-ace8-4ff6-ab65-41748d739241,2,36.5,29.2,Gerovital-H3-Perfect-Anti-Aging-Serum
Gerovital H3 Regenerating Lifting Cream ,كريم لشد البشرة - خاص للعناية ليلية,"The cream helps to rejuvenate and reshape the skin by reducing fine lines and wrinkles.
 
 The intense lift effect is provided by Sepilift and Gatuline Expression. Sepilift gives the skin long-lasting hydration, anti-wrinkle, and toning effects.
 
 Superoxide Dismutase, along with Vitamins A and E, protects collagen fibers by preventing wrinkles. GP4G, a pure energy source, supports regenerative and restructuring processes.
 
 Sodium Hyaluronate Liposomes are absorbed into the skin and fill the wrinkles inside.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Regenerating-Lifting-Cream.png?alt=media&token=0db20891-6053-4bb8-9eba-8170edc518d6,2,36.5,29.2,Gerovital-H3-Regenerating-Lifting-Cream
Gerovital H3 Whitening Dark Spots Corrector ,كريم تبييض البقع الداكنة,gerovital-h3-evolution-dark-spots-corrector,https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Whitening-Dark-Spots-Corrector.png?alt=media&token=9e5437ea-4ec5-4d9f-af03-aff9a67c7f79,2,36.5,29.2,Gerovital-H3-Whitening-Dark-Spots-Corrector
Gerovital H3 Wrinkle Correction Treatment ,"علاج مضاد للتجاعيد يستخدم للمنطقة حول العينين
 والشفاه ومحيط الجبهة، يحسن مرونة الجلد وثباته.","The cream gives your skin radiance and beauty by removing pigment spots. The cream discolors the pigment spots, whitens, restores the uniformity of the skin through the synergistic action of Arbutin and the ""AHA Care"" Complex. 
 
 Superoxide Dismutase, along with Vitamin E and Boswellia Serrat regenerates and protects the skin against the stress caused by ultraviolet rays, moisturizes the skin, reduces fine lines and wrinkles.
 
 The cream is applied twice a day, at least 2 months, on the affected areas.
 
 The bleaching and whitening treatment of the skin are preferably done in the seasons with less sun, respectively autumn and winter, ensuring, simultaneously with the bleaching process, a good UV protection of the skin, by using maintenance creams with medium factor. or high UV protection (minimum 30 protection factor).
 
 At any sign of skin irritation, temporarily suspend the application of the cream and resume after 2-3 days.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Wrinkle-Correction-Treatment.png?alt=media&token=aa88806e-d096-4d6d-829f-b4bdc10fa8ea,2,36.5,29.2,Gerovital-H3-Wrinkle-Correction-Treatment
Gerovital H3 Anti-Wrinkle Cream with Hyaluronic Acid ,"تفاصيل المنتج

يعمل كريم Gerovital H3 Evolution - المضاد للتجاعيد على تحسين وظيفة حاجز الجلد ويوفر ترطيبًا مكثفًا للجلد.

يتم إعادة إنشاء وظيفة الحاجز الواقي للبشرة، وستبقى البشرة رطبة طوال اليوم، وتبدو أصغر سنًا وأكثر نعومة وانتعاشًا.

تعمل التركيبة بمثابة ""مغذي ذكي"" للبشرة حيث أنها ستقوم بتعديل رطوبتها ومعدل امتصاصها بناءً على الرطوبة الخارجية - اعتمادًا على الموسم والمناخ.

تلعب ""الإنزيمات الفائقة المضادة للشيخوخة"" دورًا حاسمًا في الدفاع عن الخلايا وحمايتها من التأثيرات السامة لجذور الأكسجين، مما يضمن صلابة الجلد على المدى الطويل، ويعمل ضد التدهور التأكسدي ويحمي سلاسل الخلايا الليفية من بروتينات الكولاجين والإيلاستين المسؤولة. لمرونة الجلد.

يعمل الكريم أيضًا على تنشيط البشرة وحمايتها من الإجهاد البيئي، ويعزز عملية الصيانة والإصلاح. كما أنه يوفر طريقة جديدة لزيادة القوة الدفاعية الخلوية ضد عوامل الأشعة فوق البنفسجية.

كريم غني بالمكونات النقية ذات التأثيرات الرئيسية المضادة للتجاعيد وملء الخطوط والتنعيم.

الإجراء: العناية بالوجه / الترطيب / مضاد التجاعيد / العناية الخاصة

كيفية الاستخدام: ضعيه في الصباح والمساء على الوجه والرقبة ومنطقة أعلى الصدر

الاستخدام: الرعاية النهارية / الرعاية الليلية

البشرة: جميع أنواع البشرة

العمر: 30+

الحجم: 50 مل / 1.69 أونصة سائلة","Product details

The Gerovital H3 Evolution - Anti Wrinkle Cream improves the barrier function of the skin and offers an intense hydration of the derma.

The barrier function of the skin is re-established, skin will stay hydrated all day long, looking younger, smoother and refreshed.

The formula acts as a “smart nutrient” for the skin as it will adjust its moisture and its absorption rate based on the outside humidity—depending on the season and climate.

The ""anti-aging super-enzymes"" play a critical role in defending and protecting the cells against the toxic effects of oxygen radicals, ensuring long-term skin firmness, acting against oxidative degradation and protecting fibroblasts chains of collagen and elastin proteins which are responsible for skin elasticity.

The cream also energises and protects the skin from environmental stress, and enhances maintenance and repair. It is also offers a new way to increase cellular defensive strength against UV factors.

Cream rich in pure ingredients with major anti-wrinkle, line filling and smoothing effects.

Action: Face care / Moisturising / Anti-wrinkle / Special care

How to use: Apply in the morning and in the evening, on the face, neck and décolletage 

Use: Day care / Night care

Skin: All skin types

Age: 30+

Size: 50 ml / 1.69 fl oz",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-H3-Anti-Wrinkle-Cream-with-Hyaluronic-Acid.png?alt=media&token=c4169b33-7fa3-48d1-b29a-491cf0b67247,2,40,32,Gerovital-H3-Anti-Wrinkle-Cream-with-Hyaluronic-Acid
Gerovital Must Have Anti-Wrinkle and Firmity Serum ,"تفاصيل المنتج

يضمن بشرة صحية وناعمة ومتجددة. يوصى به بشدة للأشخاص الذين يعانون من بشرة فضفاضة أو متجعدة أو مجففة.

يلعب هذا المصل دورًا نشطًا مهمًا في ترطيب البشرة وتنعيمها وحمايتها، مع توفير الحماية المضادة للالتهابات وتقليل التصبغ والمسام وتنظيم إفراز الدهون. كما يساهم مستخلص الصبار في زيادة درجة ترطيب الجلد.

بالنسبة للبشرة الشابة، يستفيد المصل من آثار الترطيب والحماية، وبالنسبة للبشرة الناضجة فإن له فوائد حقيقية في زيادة مرونة الجلد وتقليل التجاعيد والترطيب.

يستخدم مصل جيروفيتال - المضاد للتجاعيد والشد - تركيبة خاصة تعمل على تقوية المصفوفة خارج الخلية، وتقليل التجاعيد، وزيادة مرونة الجلد وترطيبه.

بشرة رطبة ومحمية
تحسين المرونة
انخفاض التجاعيد
الجلد المتجدد
مفحوصه من قبل اطباءالجلديه
العمل: مضاد للتجاعيد

البشرة: مناسب لجميع أنواع البشرة

العمر: 20+

الاستخدام: في الصباح، في المساء

كيفية الاستخدام: ضعيه على الوجه والرقبة وأعلى الصدر - في الصباح وفي المساء. قم باختبار مدى تحمل المنتج على منطقة صغيرة من الجلد، في حالة عدم الراحة يوصى بالتوقف عن استخدام المنتج.","Product details

Ensures healthy, smooth and regenerated skin. Highly recommended for people with loose, wrinkled or dehydrated skin.

This Serum plays an important active role in moisturising, softening and protecting the skin, while providing anti-inflammatory protection, reduction of pigmentation and pores, regulation of sebum secretion. Aloe Vera extract contributes furthermore to increasing the degree of hydration of the skin.

For young skins, the serum capitalises on the effects of hydration and protection, and for mature skins it has real benefits in increasing skin elasticity, reducing wrinkles and hydration. 

The Gerovital Must Have - Anti-Wrinkle and Firming Serum is using an proprietary formula that acts to strengthen the extracellular matrix, reducing wrinkles, increasing skin elasticity and its hydration.

Hydrated and protected complexion
Improved elasticity
Reduced wrinkles
Regenerated skin
Dermatologically tested
Action: Anti Wrinkle

Skin: Suitable for all skin types

Age: 20+

Use: Morning, Evening

How to use: Apply to the face, neck, décolleté - in the morning and in the evening. Test the tolerance to the product on a small area of the skin, in case of discomfort it is recommended to stop using the product.",https://firebasestorage.googleapis.com/v0/b/pointsv1.appspot.com/o/productimagesforonlineuse%2FGerovital-Must-Have-Anti-Wrinkle-and-Firmity-Serum.png?alt=media&token=d70e703d-3098-43c4-a10a-b420aa524806,2,36,28.8,Gerovital-Must-Have-Anti-Wrinkle-and-Firmity-Serum
